Date,Close,High,Low,Open,Volume,Daily Return, Excess Return,3-Day Excess Return
2024-09-03,158.22198486328125,162.98032003061525,157.4688269874829,162.91547660800205,26533100,-0.03936770358984265,-0.04077308732849285,-0.03980559034461656
2024-09-04,157.42393493652344,160.00759516901627,157.05484496658457,157.68828603797215,17410700,-0.005043862440781588,-0.006449246179431789,-0.03816254490912391
2024-09-05,158.21200561523438,160.62109083996646,157.13464591041972,157.39400436434443,14139500,0.005006041038351006,0.003600657299700804,-0.043621676208223825
2024-09-06,151.75784301757812,158.83049480687922,151.563312747768,158.3017925853155,24999100,-0.040794392135780955,-0.042199775874431154,-0.045048364754162136
2024-09-09,149.3705291748047,154.46475576754793,148.0320513690712,153.45590582289756,28057700,-0.015731073895778214,-0.017136457634428417,-0.05573557620915877
2024-09-10,149.83999633789062,152.12740974066355,149.37353031894136,151.2783669028401,20401800,0.0031429704753642707,0.0017375867367140688,-0.0575986467721455
2024-09-11,151.97756958007812,152.30719743582938,148.53148234849232,150.91877326605726,18991500,0.014265705381941274,0.012860321643291072,-0.0025385492544232682
2024-09-12,155.36373901367188,155.43366700723274,153.32605740008628,154.63457050017044,21024100,0.022280718417526435,0.020875334678876232,0.03547324305888138
2024-09-13,158.19053649902344,159.09450976947784,155.93310292862597,156.18481627479954,16733900,0.018194705555475865,0.016789321816825662,0.05052497813899297
2024-09-16,158.80984497070312,159.05956168163425,157.43140384908375,158.1505891958853,14157600,0.0039149527233792725,0.0025095689847290706,0.040174225480430974
2024-09-17,160.09837341308594,161.40688651455386,159.22936415304198,159.9085862777894,12064800,0.008113655942555198,0.0067082722039049966,0.026007163005459737
2024-09-18,160.6277618408203,161.4468399030182,159.47907115910084,160.66772504660898,16756500,0.0033066446363476665,0.0019012608976974646,0.01111910208633154
2024-09-19,163.05502319335938,164.80304010702167,162.33783450864624,164.63323457867423,17548200,0.015111094898679012,0.01370571116002881,0.022315244261631277
2024-09-20,164.45343017578125,164.563306133998,162.99507793413136,164.3335710364531,46362700,0.008576288881107175,0.007170905142456973,0.022777877200183254
2024-09-23,162.88522338867188,166.42120530630135,162.76534900330415,165.15264014819059,15648400,-0.00953587155605784,-0.010941255294708041,0.00993536100777775
2024-09-24,163.45455932617188,164.3635317542462,161.84638320015478,164.06386867184287,18774100,0.003495319745127956,0.0020899360064777542,-0.001680414145773307
2024-09-25,162.8052978515625,164.03089711741433,162.590529915743,162.78531624884735,13607900,-0.003972122143829471,-0.005377505882479672,-0.014228825170709952
2024-09-26,163.64434814453125,165.31245385597128,163.31472027463025,164.84298524503635,18234500,0.005153703866158876,0.0037483201275086745,0.000460750251506764
2024-09-27,165.10269165039062,166.78079585063347,163.64435461360043,163.7242657889928,13604300,0.008911664364792848,0.007506280626142647,0.005877094871171657
2024-09-30,167.00054931640625,167.1703548501229,164.45343582765975,164.59327657551455,14070100,0.011495013479455585,0.010089629740805383,0.02134423049445671
2024-10-01,168.22914123535156,170.24685639829178,165.71199268248043,168.66864505713036,18629500,0.007356813639083137,0.005951429900432936,0.023547340267380975
2024-10-02,167.1204071044922,168.68863534553668,166.0616107019645,167.56989413027304,12745000,-0.006590618740116239,-0.00799600247876644,0.008045057162471886
2024-10-03,167.02052307128906,167.71972677770228,165.1825965896487,165.6320988394479,11004300,-0.0005976770577196255,-0.0020030607963698274,-0.004047633374703324
2024-10-04,168.36898803710938,169.3578716717171,166.77081027668547,169.14810293413436,11422100,0.008073648321917704,0.006668264583267502,-0.003330798691868758
2024-10-07,164.20370483398438,169.7074551533261,163.94400496527305,168.94832190836428,14034700,-0.024739016678100745,-0.026144400416750948,-0.021479196629853266
2024-10-08,165.51222229003906,165.91177814667768,164.1237980764021,165.2425239919952,11723900,0.0079688668253719,0.006563483086721699,-0.012912652746761738
2024-10-09,162.87521362304688,166.0715842494524,160.9374096441174,164.66817765222203,19666400,-0.015932410492145777,-0.01733779423079598,-0.036918711560825226
2024-10-10,162.9950714111328,164.12480167178114,161.45682329915618,161.9262918980673,12900500,0.000735887219545539,-0.0006694965191046628,-0.011443807663178934
2024-10-11,164.3335723876953,165.0827224976519,162.31585715725947,163.14491844125786,10946000,0.008211910734321037,0.006806526995670836,-0.011200763754229797
2024-10-14,166.1614990234375,167.43004889126075,164.5932708244699,164.72312838633286,9981800,0.011123269634945698,0.009717885896295497,0.01585491637286168
2024-10-15,166.7108612060547,168.8983819154721,165.8618335791902,166.95059472266811,14829300,0.003306194189664158,0.001900810451013956,0.018425223342980298
2024-10-16,166.55105590820312,167.09043727455702,165.02878083042955,165.84185377313815,9968500,-0.000958577603735411,-0.002363961342385613,0.00925473500492385
2024-10-17,164.32357788085938,167.73970063468835,164.18373713332832,167.19033606749383,15113400,-0.013374145334578147,-0.014779529073228348,-0.015242679964599997
2024-10-18,164.8629608154297,166.1814570052866,164.56329774089494,164.68315687411,13091300,0.0032824439531213834,0.0018770602144711815,-0.015266430201142772
2024-10-21,165.61212158203125,166.03164381688842,164.11880532391672,164.39350284394692,11384000,0.004544142376772475,0.0031387586381222735,-0.009763710220634887
2024-10-22,166.63096618652344,167.28022350717583,164.48339343071603,164.51335821526936,11958600,0.006151992950513163,0.004746609211862962,0.009762428064456426
2024-10-23,164.29360961914062,167.4100844491101,163.4475693041026,166.24139686193527,12754300,-0.014027144058964547,-0.015432527797614748,-0.007547159947629506
2024-10-24,164.3435516357422,164.862966633834,162.58555157338998,164.40348120446478,12764400,0.0003039802748101561,-0.0011014034638400457,-0.011787322049591825
2024-10-25,166.80076599121094,167.21028977989147,165.04275073639812,165.17760750375996,14566400,0.014951693151399326,0.013546309412749124,-0.0029876218487056624
2024-10-28,168.14923095703125,170.41266955461435,165.60211760655622,170.3966812236567,20858300,0.008084285211803932,0.006678901473153731,0.01912380742206282
2024-10-29,170.94606018066406,171.66524548184103,168.4688748329976,169.19304410385806,28916100,0.016633018228596752,0.01522763448994655,0.03545284537584942
2024-10-30,175.94039916992188,183.58172416401078,175.54584251265254,182.2032983314778,49698300,0.029215876540117813,0.02781049280146761,0.0497170287645679
2024-10-31,172.4943084716797,178.21781091301466,172.3644509116493,174.5220068368585,32801900,-0.01958669364455623,-0.020992077383206433,0.022046049908207733
2024-11-01,172.454345703125,173.62303326337351,170.11700106562338,171.34560295331048,21752900,-0.00023167586750405533,-0.0016370596061542572,0.005181355812106927
2024-11-04,170.486572265625,171.72517254211823,169.292934406109,171.04595045731364,16194000,-0.011410402152970178,-0.01281578589162038,-0.03544492288098106
2024-11-05,171.21575927734375,171.90197722262147,170.17692928568974,170.63641471305547,12518300,0.004277093509643892,0.0028717097709936904,-0.011581135726780937
2024-11-06,178.12791442871094,178.43756069138865,174.84163419239505,175.15129569657023,27061500,0.04037102180629604,0.03896563806764584,0.02902156194701916
2024-11-07,182.0734405517578,182.37310364247196,178.68728268213337,178.90703459922386,16730400,0.02214995968319111,0.02074457594454091,0.06258192378318045
2024-11-08,179.65618896484375,182.14337286279397,179.36652428990095,181.7937633750887,15021500,-0.013276244901995526,-0.014681628640645728,0.04502858537154103
2024-11-11,181.7637939453125,181.87866911496587,179.78604193663656,179.86595311011308,12503400,0.011731324106408536,0.010325940367758335,0.01638888767165353
2024-11-12,183.11227416992188,183.8164618709321,180.7849126324006,181.17447008554376,14065800,0.007418860463570098,0.006013476724919897,0.0016577884520325176
2024-11-13,180.2854766845703,182.40806866359944,179.91588559929718,181.9435840117087,13969700,-0.015437509572560848,-0.01684289331121105,-0.0005034762185328057
2024-11-14,177.14903259277344,180.24052654964984,175.83052110445558,179.54630680962694,17925800,-0.017397097922005278,-0.01880248166065548,-0.02963189824694662
2024-11-15,173.6929473876953,175.68069780829796,172.5492406331188,175.44096428915813,21708900,-0.01950947828782612,-0.020914862026476324,-0.056560236998342846
2024-11-18,176.5996551513672,176.70953111018625,174.2223472650081,174.75674466660527,18725400,0.0167347483440643,0.015329364605414097,-0.024387979081717692
2024-11-19,179.37649536132812,179.96582309430366,174.91754961402577,175.03641805114046,15392900,0.015723927702921303,0.014318543964271102,0.008733046543208889
2024-11-20,177.12904357910156,178.90702518454475,175.13131006813194,178.62734371232878,15729800,-0.012529243464699191,-0.013934627203349393,0.01571328136633582
2024-11-21,169.0482177734375,175.38102944221177,165.12266343870064,175.2561710958645,38839400,-0.04562112255777728,-0.04702650629642748,-0.04664258953550576
2024-11-22,166.38125610351562,168.07432746409233,165.52223001533417,166.97058387849523,24497000,-0.01577633710102877,-0.017181720839678973,-0.07814285433945584
2024-11-25,169.2379913330078,170.26683813927568,167.2102929875674,167.79963597170087,21395700,0.017169814054744492,0.01576443031609429,-0.04844379682001215
2024-11-26,170.42665100097656,171.30065946360386,169.2379970531637,169.29794186488792,14937500,0.007023598298504075,0.005618214559853873,0.004200924036269196
2024-11-27,170.62643432617188,170.94606377703184,169.47772835969613,170.48657834214197,12433400,0.0011722540108716206,-0.0002331297277785812,0.021149515148169585
2024-11-29,170.2967987060547,170.67635770909138,168.5587650637913,169.86727807542474,9250700,-0.0019319141340494728,-0.0033372978726996746,0.002047786959375626
2024-12-02,172.7839813232422,173.40328912685484,170.07706072822788,170.12700711841413,16593400,0.014604987504671652,0.01319960376602145,0.009629176165543204
2024-12-03,172.82394409179688,174.12247402584057,172.3145122512922,172.92382163041665,15721500,0.00023128746223255447,-0.0011740962764176474,0.008688209616904136
2024-12-04,175.8904571533203,176.2300682189443,172.55424558548813,172.58421037119035,18239800,0.017743566018228574,0.01633818227957837,0.02836368976918218
2024-12-05,174.1124725341797,177.5086288588593,173.8128094406053,177.119071409662,16145500,-0.010108476877689787,-0.011513860616339988,0.003650225386820744
2024-12-06,176.29000854492188,176.63861208568355,173.35333768886213,173.68296556469517,13319500,0.012506490655427971,0.01110110691677777,0.01592542858001616
2024-12-09,177.10000610351562,178.0399932861328,175.39999389648438,175.71499633789062,19887800,0.004594687840107303,0.0031893041014571014,0.002776550401894891
2024-12-10,186.52999877929688,188.02999877929688,182.6699981689453,184.53500366210938,34317400,0.05324671005527448,0.05184132631662428,0.06613173733485916
2024-12-11,196.7100067138672,196.88999938964844,186.25999450683594,186.6999969482422,41664500,0.054575714368686246,0.053170330630036046,0.10820096104811744
2024-12-12,193.6300048828125,196.7050018310547,193.27999877929688,196.3000030517578,25197800,-0.01565757575075899,-0.017062959489409193,0.08794869745725115
2024-12-13,191.3800048828125,194.33999633789062,191.25999450683594,192.7100067138672,18883200,-0.011620099898059344,-0.013025483636709545,0.02308188750391732
2024-12-16,198.16000366210938,200.63999938964844,194.11000061035156,194.36500549316406,32248600,0.03542689208022787,0.03402150834157767,0.003933065215458942
2024-12-17,197.1199951171875,202.8800048828125,196.69000244140625,198.52999877929688,24129500,-0.005248327239109396,-0.006653710977759597,0.014342313727108537
2024-12-18,190.14999389648438,198.69000244140625,189.27999877929688,196.8300018310547,27638400,-0.03535917914648623,-0.03676456288513643,-0.009396765521318347
2024-12-19,189.6999969482422,194.60000610351562,189.52000427246094,193.27999877929688,26981200,-0.0023665367482849087,-0.0037719204869351105,-0.04719019434983112
2024-12-20,192.9600067138672,194.13499450683594,186.3699951171875,187.00999450683594,45319700,0.01718508074891778,0.015779697010267577,-0.024756786361803958
2024-12-23,195.99000549316406,196.49000549316406,191.6300048828125,194.02999877929688,15235900,0.01570272944584805,0.01429734570719785,0.026305122230530324
2024-12-24,197.57000732421875,197.6699981689453,195.197998046875,196.1699981689453,6809800,0.0080616449143871,0.006656261175736899,0.03673330389320233
2024-12-26,197.10000610351562,198.16000366210938,195.8699951171875,196.74000549316406,7907900,-0.0023789097701041317,-0.0037842935087543336,0.01716931337418042
2024-12-27,194.0399932861328,196.8000030517578,191.9720001220703,196.47000122070312,14693000,-0.015525178704336118,-0.01693056244298632,-0.01405859477600375
2024-12-30,192.69000244140625,193.77999877929688,190.36000061035156,190.86500549316406,12209500,-0.006957281444221919,-0.00836266518287212,-0.029077521134612767
2024-12-31,190.44000244140625,193.25,189.5800018310547,192.44500732421875,14355200,-0.0116767864003956,-0.013082170139045802,-0.038375397764904236
